County,Vcode,Vtype,ccode,vname,vioid,ctype,pwsid,viomeasure,cname,comp_begin_date,comp_end_date
42053,23,MR,3100,"Monitoring, Routine Major (TCR)",433672,TCR,PA6270001,None,Coliform (TCR),2004-05-01,2004-05-31
42067,71,Other,7000,CCR Complete Failure to Report,333680,CCR,PA4340001,None,Consumer Confidence Rule,2003-07-01,2003-10-15
42067,72,Other,7000,CCR Inadequate Reporting,400493,CCR,PA4340001,None,Consumer Confidence Rule,2003-10-01,2004-01-15
42067,27,MR,999,Monitoring and Reporting (DBP),430032,St1_DBP,PA4340001,None,Chlorine,2004-01-01,2004-03-31
42067,27,MR,999,Monitoring and Reporting (DBP),436190,St1_DBP,PA4340001,None,Chlorine,2004-04-01,2004-06-30
42067,27,MR,999,Monitoring and Reporting (DBP),438930,St1_DBP,PA4340001,None,Chlorine,2004-07-01,2004-09-30
42067,71,Other,7000,CCR Complete Failure to Report,441798,CCR,PA4340001,None,Consumer Confidence Rule,2004-07-01,2004-10-25
42067,27,MR,2456,Monitoring and Reporting (DBP),502475,St1_DBP,PA4340001,None,Total Haloacetic Acids (HAA5),2004-07-01,2004-09-30
42067,27,MR,2950,Monitoring and Reporting (DBP),502476,St1_DBP,PA4340001,None,TTHM,2004-07-01,2004-09-30
42067,27,MR,2456,Monitoring and Reporting (DBP),538678,St1_DBP,PA4340001,None,Total Haloacetic Acids (HAA5),2005-07-01,2005-09-30
42067,27,MR,2950,Monitoring and Reporting (DBP),538679,St1_DBP,PA4340001,None,TTHM,2005-07-01,2005-09-30
42067,52,MR,5000,Follow-up and Routine LCR Tap Sampling,806066,LCR,PA4340001,None,Lead  amp; Copper Rule,2008-01-01,2008-02-11
42067,3,MR,1040,"Monitoring, Regular",823513,Nitrates,PA4340001,None,Nitrate,2008-07-01,2008-09-30
42067,75,Other,7500,PN Violation for NPDWR Violation,1000547,PN_rule,PA4340001,None,Public Notice,2009-10-11,2012-03-16
42067,23,MR,3100,"Monitoring, Routine Major (TCR)",1015392,TCR,PA4340001,None,Coliform (TCR),2010-05-01,2010-05-31
42067,27,MR,999,Monitoring and Reporting (DBP),1128440,St1_DBP,PA4340001,None,Chlorine,2011-04-01,2011-06-30
42067,27,MR,999,Monitoring and Reporting (DBP),1220862,St1_DBP,PA4340001,None,Chlorine,2012-01-01,2012-03-31
42067,23,MR,3100,"Monitoring, Routine Major (TCR)",1232098,TCR,PA4340001,None,Coliform (TCR),2012-06-01,2012-06-30
42067,3,MR,1005,"Monitoring, Regular",1309408,Arsenic,PA4340001,None,Arsenic,2012-01-01,2012-12-31
42067,3,MR,1010,"Monitoring, Regular",1309409,Other_IOC,PA4340001,None,Barium,2012-01-01,2012-12-31
42067,3,MR,1015,"Monitoring, Regular",1309410,Other_IOC,PA4340001,None,Cadmium,2012-01-01,2012-12-31
42067,3,MR,1020,"Monitoring, Regular",1309411,Other_IOC,PA4340001,None,Chromium,2012-01-01,2012-12-31
42067,3,MR,1024,"Monitoring, Regular",1309412,Other_IOC,PA4340001,None,CYANIDE,2012-01-01,2012-12-31
42067,3,MR,1025,"Monitoring, Regular",1309413,Other_IOC,PA4340001,None,Fluoride,2012-01-01,2012-12-31
42067,3,MR,1035,"Monitoring, Regular",1309414,Other_IOC,PA4340001,None,Mercury,2012-01-01,2012-12-31
42067,3,MR,1036,"Monitoring, Regular",1309415,Other_IOC,PA4340001,None,Nickel,2012-01-01,2012-12-31
42067,3,MR,1045,"Monitoring, Regular",1309416,Other_IOC,PA4340001,None,Selenium,2012-01-01,2012-12-31
42067,3,MR,1074,"Monitoring, Regular",1309417,Other_IOC,PA4340001,None,"Antimony, Total",2012-01-01,2012-12-31
42067,3,MR,1075,"Monitoring, Regular",1309418,Other_IOC,PA4340001,None,"Beryllium, Total",2012-01-01,2012-12-31
42067,3,MR,1085,"Monitoring, Regular",1309419,Other_IOC,PA4340001,None,"Thallium, Total",2012-01-01,2012-12-31
42075,71,Other,7000,CCR Complete Failure to Report,627142,CCR,PA7380001,None,Consumer Confidence Rule,2006-07-01,2006-11-21
42075,3,MR,4020,"Monitoring, Regular",718766,Not_Regulated,PA7380001,None,Radium-226,2007-01-01,2007-03-31
42075,3,MR,4030,"Monitoring, Regular",718767,Not_Regulated,PA7380001,None,Radium-228,2007-01-01,2007-03-31
42075,71,Other,7000,CCR Complete Failure to Report,1019497,CCR,PA7380001,None,Consumer Confidence Rule,2010-07-01,2010-09-14
42075,71,Other,7000,CCR Complete Failure to Report,1134471,CCR,PA7380001,None,Consumer Confidence Rule,2011-07-01,2011-09-16
